Shop Code,April 18,May 18,June 18,July 18,August 18,September 18,October 18,November 18,December 18,January 19,February 19,March 19,April 19,May 19,June 19,July 19,August 19,September 19,October 19,November 19,December 19,January 20,February 20,March 20,April 20,May 20,June 20,July 20,August 20,September 20,October 20,November 20,December 20,January 21,February 21,March 21,April 21,May 21,June 21,July 21,August 21,September 21,October 21,November 21,December 21,January 22,February 22,March 22,April 22,May 22,June 22,July 22,August 22,September 22,October 22,November 22,December 22,January 23,February 23,March 23
GMMH0135,20067.78,13657.0,18625.55,17579.4,12813.66,14565.2,21323.32,12523.52,9250.42,13982.39,20858.0,10909.14,21196.48,16827.2,344.84,10750.76,15423.62,14580.29,17006.94,0.0,0.0,17019.45,7451.88,17457.9,9618.46,19164.43,0.0,13735.34,21278.64,6471.15,6085.44,11696.92,13334.35,15301.23,9310.57,9623.13,13435.34,0.0,18797.42,11725.98,15008.29,5256.68,15253.33,10345.96,14934.3,16087.779999999999,10814.5,11576.4,5325.08,10972.96,10271.27,10800.32,0.0,13779.05,6320.22,9546.83,11913.83,11149.19,6495.8,7918.0
GMMH0136,15068.15,41707.64,18421.01,34484.13,37647.32,7112.88,25218.9,13837.48,18166.51,0.0,26100.11,0.0,0.0,35285.17,0.0,25579.61,0.0,24985.62,34435.64,65281.67,28925.88,34981.39,26976.35,26129.4,38939.24,49350.28,982.46,59281.8,27599.28,52304.509999999995,47587.67,51680.3,10458.01,64832.7,37326.619999999995,58752.92,44673.009999999995,19416.24,40475.81,32346.160000000003,27779.39,24171.94,0.0,0.0,34518.880000000005,21679.16,12522.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0137,37751.9,9998.02,11434.64,2929.68,5288.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0138,135724.36,71533.72,32200.1,51278.08,66868.64,69902.39,65378.73,80425.63,97848.88,32994.83,141824.8,65543.78,40664.43,111865.87,64782.32,74831.87,44311.34,82889.08,61023.04,63344.36,42879.11,44505.85,48144.66,124906.5,92806.25,49029.02,53777.95,48178.14,75661.20999999999,102446.56,64045.45,67331.6,103712.89,85654.74,46924.39,43654.4,140265.01,0.0,102395.74,51081.52,61417.740000000005,50309.9,37226.28,126171.94,40909.98,95529.82999999999,46629.25,134707.3,53850.06,70008.91,96611.82,92796.44,64701.03,133245.76,0.0,160650.32,0.0,129648.06,120248.44,29994.48
GMMH0139,46325.01,16248.31,38795.65,34604.43,31862.38,15594.13,40287.71,29303.719999999998,0.0,13766.84,14519.56,16928.52,0.0,15285.47,11389.02,9439.28,0.0,0.0,0.0,9296.710000000001,3925.0,2018.68,2355.51,0.0,8112.7,6675.820000000001,3776.44,2594.46,3974.55,5148.84,5480.14,0.0,5296.7,2953.88,5497.74,0.0,5695.58,5405.2,5116.89,6505.64,0.0,5776.66,5397.6,0.0,5061.96,0.0,5016.26,0.0,0.0,5184.44,0.0,4487.6,0.0,0.0,0.0,0.0,4862.36,0.0,0.0,0.0
GMMH0140,78596.96,118584.82,80687.65,99818.42,105557.75,117797.75,120385.13,121061.02,81492.68,120159.18000000001,100621.2,90647.88,76512.54,88034.05,71905.75,111075.79000000001,104895.89,98649.99,96204.79000000001,139041.88,96161.75,129044.02,106493.93,102473.7,113025.09,137781.16,61122.44,114460.76999999999,84695.69,99300.97,103920.6,94137.32,106024.76000000001,95266.73999999999,108118.64,87171.9,79857.69,69318.33,93261.24,48472.23,88009.09,82446.81,56209.600000000006,87851.7,61256.479999999996,88864.99,67822.78,42051.83,71681.23,51286.65,82380.15,66212.5,93262.47,65295.88,70725.81,90977.49,79716.0,57447.770000000004,82500.56,75012.8
GMMH0141,8767.66,27916.2,14022.36,15604.4,26343.92,13236.85,29482.300000000003,21023.14,28715.57,23613.98,33128.72,21481.559999999998,20837.04,11436.23,15410.14,23072.04,13875.4,17619.52,7547.78,23439.17,18679.25,13035.08,16544.64,53579.37,0.0,24217.05,24209.42,18484.16,17497.14,23941.38,0.0,32820.2,0.0,26602.78,15721.52,11846.58,14205.99,23445.94,17973.33,18266.78,5094.76,17660.19,7969.1,8950.68,17814.73,23399.33,0.0,23434.82,12562.47,5438.8,22987.41,19811.2,19111.58,26410.06,5552.99,22606.69,31332.58,0.0,31392.34,0.0
GMMH0142,32784.02,29868.67,26663.6,28469.89,29736.39,18844.68,18181.91,26902.1,18277.16,18702.07,11577.15,16960.5,22832.32,16871.12,14914.78,21170.76,0.0,13919.429999999998,0.0,0.0,0.0,1003.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0143,70378.73,70490.38,70325.32,67037.94,77186.68,66069.99,74998.27,60979.69,72355.83,66726.20999999999,52617.96,68379.05,73680.44,46975.67,63602.86,60249.880000000005,53338.48,74419.64,39951.590000000004,51511.43,54016.9,61447.57,37205.3,106604.31999999999,34185.659999999996,88150.67,38777.46,44415.87,62008.22,52270.83,70365.79000000001,52506.74,46156.28999999999,54221.84,43117.28,61944.97,59755.86,80265.62,42603.979999999996,35988.45,49994.490000000005,47453.020000000004,48780.19,68639.03,59689.0,58876.25,37731.520000000004,53343.979999999996,53465.3,78722.37,62355.89,56801.75,77401.93,90746.45999999999,47954.16,75193.25,108873.59,50870.22,72467.54,106068.6
GMMH0144,124185.41,142115.06,78395.01,72985.42,123205.01000000001,104663.32,100838.43,149578.52,143677.43,73573.52,30544.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0145,58600.01,50006.03,55562.97,75896.62,100033.6,58549.86,84941.91,71728.59999999999,76880.6,71078.74,51836.89,82006.08,49918.88,66696.01,51363.34,73441.01,67066.76,86099.98,25179.989999999998,50014.049999999996,40720.97,53811.22,46872.03,62660.28,36203.85,53613.2,53013.12,74136.35,65296.54,84039.93,49416.79,51106.41,56558.04,43929.45,48753.91,57893.08,51274.39,63297.9,41377.21,56206.96,55156.35,52214.58,55085.159999999996,44992.95,63934.84,47278.68,44315.590000000004,52301.88,41721.16,44129.31,46148.92,52720.85,50919.88,39895.41,52068.97,60688.520000000004,35108.62,52001.43,45072.45,56255.9
GMMH0146,65963.02,126580.92,115498.62,97145.2,118588.57999999999,123322.88,166206.05,80261.82,66850.66,141809.45,92216.15,146457.6,107674.57,104361.06,71120.44,118193.9,114592.98000000001,115985.82,53181.36,113078.9,61667.3,79382.84,99908.22,64515.96,129663.0,118907.55,82453.39,62081.869999999995,91392.3,56970.54,124769.77,116109.35,64079.96,76063.2,116421.95,78141.54000000001,89574.9,68759.75,55993.31,73728.8,74336.05,89055.64000000001,68735.95999999999,89449.56999999999,47223.64,69580.92,79193.23,31752.65,67604.04999999999,63931.28999999999,74379.51999999999,95077.43000000001,71499.39,73308.08,89155.97,95404.17000000001,114913.27,70054.95999999999,86299.58,86663.51999999999
GMMH0147,5610.9,0.0,14894.37,13161.85,14699.69,10062.84,15312.04,2836.6,0.0,0.0,0.0,17609.96,0.0,14566.32,7331.18,7191.5,7573.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0148,43509.53,39978.63,34139.73,12031.72,0.0,40679.38,45418.520000000004,44338.79,28559.809999999998,41473.67,15034.04,47098.21,29491.9,23576.620000000003,26677.489999999998,25152.690000000002,31896.73,25372.510000000002,27768.019999999997,22422.61,20655.21,20080.54,38003.76,0.0,0.0,20294.32,9271.08,8824.28,9878.51,9540.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0150,158649.14,195470.87,173161.26,173296.54,211500.31,174189.45,240073.71,211412.63,212081.41999999998,217063.18,202275.25,205692.81,175608.36000000002,240462.38,232039.72,168851.26,233340.81,208629.7,238267.95,133559.91,256944.04,183189.25,330717.49,223676.63,84182.18,218208.62,79693.92,286740.71,83213.27,217173.86000000002,161849.82,175824.28999999998,78505.81,169206.83000000002,180491.05,102610.76,169585.81,114296.63,181571.74,68609.04000000001,153656.78,86304.54,161065.97,158706.39,94921.64,0.0,166124.54,55396.68,89987.31,139736.27000000002,95578.44,110375.5,131878.09,94693.87,143720.77000000002,50910.19,0.0,209976.85,11420.81,180198.72999999998
GMMH0152,19821.24,0.0,20503.46,27143.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0154,7052.5,6460.27,4316.39,3174.36,15298.22,5025.94,5057.13,19920.34,9327.439999999999,9089.44,7310.7,9190.279999999999,5905.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0155,43449.48,32392.76,19457.33,20814.59,37197.09,11540.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0156,14867.73,18846.52,12295.44,15862.56,9225.66,10726.05,12197.29,9526.14,6486.93,5771.44,7961.92,5152.17,6747.38,0.0,14475.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0157,178010.35,242387.03,216171.48,140675.71,323572.21,142581.76,260938.38999999998,216942.5,298102.14,106336.8,270301.69,253839.66,238121.5,217164.61,187970.94,328529.45999999996,291269.28,249553.6,349083.29000000004,231910.5,293895.79,182048.77,427605.19999999995,584623.65,182175.12,255837.27000000002,113027.83,354929.99,264700.58999999997,456585.18000000005,0.0,489828.55,36878.35,68156.57,35827.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0159,23319.22,31862.46,25191.94,15734.74,20759.13,44924.28,23500.489999999998,32943.51,57305.61,41873.26,39994.09,55271.68,19706.3,60310.15,0.0,56790.36,24791.78,42114.75,31647.700000000004,24045.31,18136.7,20323.96,24046.23,13175.86,42368.93,26654.76,17867.42,24215.18,27926.920000000002,28097.68,13028.98,28763.72,18917.59,19046.28,14248.76,19800.68,20585.79,18014.35,12509.52,12482.550000000001,15796.900000000001,14141.619999999999,14467.51,18615.6,13663.19,15224.96,11870.09,7662.070000000001,6893.93,7640.66,9391.31,4001.0899999999997,9073.66,4701.18,4003.28,3823.75,6721.030000000001,5020.77,4188.1,4734.62
GMMH0160,88412.92,100934.59,110930.1,56325.54,105527.02,152717.99,32369.18,63768.44,0.0,31542.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0161,82413.84,102671.4,57808.33,99506.37,96058.61,114916.39,46285.81,62375.46,73627.06,89025.42,73600.31,62095.01,64785.880000000005,20677.36,50360.52,89169.84,62666.45,67254.74,34468.05,67299.89,46091.119999999995,97941.94,13918.27,64095.68000000001,51605.17,32713.559999999998,36805.02,0.0,76969.25,54878.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0162,134385.82,168997.67,213597.97,288982.96,212756.22,128696.36,219166.47,237748.58000000002,261244.34,271394.15,208117.51,223284.71,286501.11,230980.69999999998,258165.40999999997,319707.08,345619.25,313114.93,358650.56,338111.21,227448.04,243051.46,121751.4,94194.55,94768.48,74932.17,45345.66,66251.52,38946.990000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0163,36719.19,26721.32,0.0,0.0,47147.95,29811.36,54728.5,45810.43,45206.35,24083.309999999998,79358.63,40434.18,84364.61,47439.08,54547.62,69168.92,74869.06,49654.73,65723.89,62248.27,69369.87,47016.119999999995,56326.38,72395.75,32393.03,61760.89,31838.559999999998,37510.89,34027.87,41690.619999999995,56903.41,43868.729999999996,56460.990000000005,66130.13,21608.010000000002,23096.06,46846.91,20310.88,42924.15,35951.990000000005,31954.079999999998,29247.76,47786.41,70239.21,54085.759999999995,53848.59,34729.56,53773.52,25733.59,55990.54,54459.85,59414.87,62190.18000000001,56109.94,46823.41,32040.21,87919.8,37393.6,50319.43,56184.14
GMMH0164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233633.88,27387.47,23915.95,50849.32,45792.3,52477.32,55953.8,57570.69,59544.5,64533.19,52390.590000000004,64830.68,59349.93,55837.59,65732.59,67924.22,68216.18,74174.71
GMMH0166,67353.71,57735.76,51638.5,58014.56,60700.55,62659.600000000006,57511.84,32298.08,35707.51,40354.16,43694.69,25540.16,38197.270000000004,34144.12,23167.38,59602.399999999994,35289.71,25386.079999999998,24336.79,40539.09,20040.17,44727.41,46999.5,124078.95,0.0,55317.89000000001,17904.58,47684.73,55562.869999999995,52340.23,70440.89,0.0,44081.73,34217.81,17901.29,35856.69,53599.28,0.0,73775.26999999999,0.0,45664.71,17034.66,18996.5,25635.89,11217.869999999999,37431.36,15770.48,27953.09,27198.65,23468.24,33762.91,20736.47,29847.36,19115.02,30356.12,13243.13,11096.58,27468.17,0.0,32753.21
GMMH0167,101401.51,154178.35,149974.91,64203.53,114172.51,97203.93,159586.09,112694.98999999999,122351.12999999999,152183.24,110166.59,79688.9,113335.42,164639.93000000002,121395.12,92949.02,162044.04,94079.21,191785.40000000002,182515.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0168,40675.46,43671.5,26852.86,42402.86,45667.72,8940.53,68633.87,51927.34,55740.77999999999,61382.5,52282.850000000006,69406.53,43989.87,48166.04,51680.84,52138.33,60284.82,26553.989999999998,40591.45,52958.42,48664.42999999999,96226.72,31526.84,173310.75,60853.45,53138.19,47925.310000000005,48782.48,59799.53999999999,77447.0,62766.05,75368.7,38490.84,98292.98000000001,63125.66,70379.13,60362.96000000001,65621.25,72456.43000000001,100500.15,63074.240000000005,56616.98,74904.11,97277.53,87567.84,84634.59,70294.25,56908.70999999999,73382.85,74355.23,105428.8,92879.74,91600.34,107101.34,77435.53,100596.70999999999,102453.38,82289.24,91897.57,102301.98
GMMH0169,30298.49,21706.92,25705.23,34714.97,53263.67,35683.21000000001,14065.58,49237.520000000004,45701.76,14297.78,28675.33,33275.65,0.0,0.0,22125.11,31866.32,61847.98,0.0,39249.93,129771.96,0.0,0.0,147803.58,149634.71,0.0,0.0,0.0,0.0,100196.28,0.0,73211.88,27320.67,16076.32,0.0,44284.97,17979.36,69867.76,0.0,30399.85,24551.12,0.0,0.0,100771.44,0.0,30396.88,48891.85,0.0,0.0,53724.09,22045.030000000002,0.0,37278.14,42736.08,26332.89,39243.97,9132.36,17279.22,28693.61,31069.84,21444.9
GMMH0170,15250.57,5740.61,10198.35,13634.43,19672.489999999998,17593.39,6634.0,10651.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0171,52625.3,17844.3,21527.81,34790.8,13373.74,42201.240000000005,7863.62,10936.36,16657.66,37466.94,9955.94,31321.13,12207.84,20496.64,19466.8,0.0,4708.05,0.0,0.0,0.0,5691.31,0.0,0.0,3900.98,0.0,0.0,7756.2,0.0,0.0,0.0,5621.18,0.0,9665.99,0.0,0.0,4326.76,0.0,0.0,8627.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0172,118520.39,92811.77,106195.94,83103.3,102533.91,97888.17,126839.97,85442.0,137790.72999999998,97355.64,102405.28,99838.02,75227.98999999999,98273.55,68080.94,100420.06,92516.24,84854.73,82154.27,71648.87,67261.04,34163.159999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0173,67054.37,68803.53,73793.75,74237.31,92015.03,41461.93,69559.95,66672.31,50079.87,54985.200000000004,10877.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0174,97127.53,80610.7,81195.23,82322.27,67595.84,92449.55,89467.29,69220.57,63882.85,64095.16,49551.42,28364.17,13394.86,23700.22,10984.1,10688.79,11206.18,0.0,9091.92,9905.36,19109.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199133.48,6620.58,45104.76,0.0,31624.789999999997,37555.92,38090.78,34951.04,27574.56,11753.5,31671.34,0.0,14673.31,0.0,6496.59,0.0,0.0,26384.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0176,0.0,0.0,0.0,0.0,11036.57,27772.68,22445.61,46299.78,67007.9,40455.08,16288.62,79023.57,46207.25,107035.0,44981.74,58331.81,79558.59,62902.08,65839.59,63964.55,80240.84,54638.58,70938.0,90372.04999999999,77466.76,130559.09,28168.73,63853.88999999999,57116.979999999996,60470.69,88266.44,27484.7,89110.73000000001,20233.13,63745.25,40272.96,86096.82,30426.38,67706.16,55407.649999999994,41427.770000000004,68832.43,34515.43,44296.59,38846.869999999995,60119.74,36426.47,44688.44,58319.08,32293.06,49503.33,41013.33,60509.1,38830.6,16250.58,40191.83,0.0,57999.13,33808.86,91789.4
GMMH0177,1337.47,7077.67,0.0,5869.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.51,0.0,0.0,0.0,198070.74,14289.83,1992.64,5123.63,5431.58,7856.83,2602.18,5809.23,8402.59,518.46,1942.0,0.0,25325.08,10186.66,16195.39,2942.41,13657.54,7007.32,12050.16,9923.05,11267.93,5175.36,6238.92,9931.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0181,6162.05,6838.24,3950.74,0.0,2536.22,0.0,5581.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0182,0.0,13907.21,6226.72,7805.55,13774.94,0.0,13371.740000000002,4298.0,9390.87,12490.06,9983.06,4329.17,4442.59,4795.65,5551.91,5562.12,7175.55,0.0,5515.98,0.0,3380.48,4735.27,0.0,4217.67,5737.35,5601.900000000001,3503.13,3713.02,3657.46,0.0,6070.26,0.0,3368.2200000000003,1681.28,2306.52,2405.32,0.0,8315.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0183,0.0,18646.13,7030.36,0.0,31570.56,0.0,46731.759999999995,0.0,23950.27,5521.11,34946.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0184,101765.44,116120.1,102729.78,111861.01,82025.89,113770.29000000001,100536.08,62878.350000000006,103482.87,105347.93,96682.48999999999,75550.81,75409.70999999999,116255.12000000001,85560.24,84104.04,73480.24,84482.91,91972.05,105629.79000000001,72907.63,70311.70999999999,59252.409999999996,127912.53,38212.81,42732.45,41190.93,62541.649999999994,100036.45999999999,51137.0,51804.8,125546.57,50343.73,0.0,43043.51,69710.48999999999,0.0,0.0,48009.68,30135.66,116775.71,33658.46,81866.48999999999,44850.119999999995,0.0,0.0,0.0,0.0,0.0,46631.31,0.0,0.0,0.0,0.0,31942.18,58262.45,87873.55,0.0,58875.18,0.0
GMMH0185,68195.66,55094.64,60331.58,56565.18,59187.69,67480.75,42884.32,57055.32,28263.59,45298.69,48739.94,47153.94,0.0,9300.45,0.0,14056.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMMH0186,169090.93,175447.57,170754.65,201764.66,199378.18,149090.78,210667.98,190520.54,238272.56,168014.84,163670.77000000002,185813.96,189230.26,189225.84,184615.6,190001.19,205302.38999999998,217836.68,195745.33,220564.41,230929.40999999997,190132.78999999998,181736.2,205020.62,66652.95,231119.28999999998,128665.67,253625.21,220013.49,261074.28999999998,173830.97,219634.02,178808.03,189180.24,212539.9,183412.05,220446.14,256653.49,205445.53999999998,190680.69999999998,273678.0,229620.43,196763.2,184322.85,209870.8,247080.56,218005.15,130301.93,243894.63,191498.37,286894.99,195861.66999999998,267253.02,274590.61,268276.07,227858.15,226136.98,249268.89,215163.6,236067.91999999998
GMMH0187,55169.39,7941.92,4864.16,0.0,0.0,4732.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
